label,text,sentiment,produit,auteur
0,"J'ai manqué mon ps3, il est hors de jeu wutcha jouer? Avez-vous collé le «sang sur le sable»?",negatif,Marque X,@user_demo
0,En sortant du terrain de travail!,negatif,Marque X,@user_demo
0,La vie est cool. mais pas pour moi.,negatif,Marque X,@user_demo
0,"Malheureusement, je n'ai jamais eu l'expérience de la cigarette post coitus avant, et maintenant je ne le ferai jamais.",negatif,Marque X,@user_demo
0,J'ai eu une belle journée. Dommage que la pluie arrive demain à 5h du matin,negatif,Marque X,@user_demo
0,"Dommage, je ne serai pas sur le terrain, j'ai perdu mon emploi et je ne peux même pas payer mon compte de téléphone lmao aw shucks",negatif,Marque X,@user_demo
0,Retournez à l'école demain,negatif,Marque X,@user_demo
0,"Mo emplois, pas d'argent. Comment, dans l'enfer, le salaire minimum est-il 4 f'n palourdes par heure?",negatif,Marque X,@user_demo
0,Pas éternellement ... à bientôt!,negatif,Marque X,@user_demo
0,"Je suis d'accord, j'ai vu la baleine échouée toute la journée aujourd'hui.",negatif,Marque X,@user_demo
0,"Oh! Haha ... mec, je ne les regarde pas vraiment à moins que quelqu'un ne dise que je vous ai ajouté. Désolé je suis si terrible à ce sujet. J'ai besoin d'un pop-up!",negatif,Marque X,@user_demo
0,Je suis sûr que vous avez raison ... j'ai besoin de commencer à travailler avec vous et le nikster ... ou au moins jaré!,negatif,Marque X,@user_demo
0,Je déteste vraiment la façon dont les gens dissent mes groupes! La trace n'est manifestement pas moche!,negatif,Marque X,@user_demo
0,"La tenue de gymnastique était aujourd'hui: puma singulet, shorts adidas ....... et les chaussettes noires et les chaussures en cuir, de la chance, ne se sont pas heurtées à des filles mignonnes.",negatif,Marque X,@user_demo
0,Pourquoi ne montreras-tu pas mon emplacement?,negatif,Marque X,@user_demo
0,"Pas de pique-nique, mon téléphone sent comme des agrumes.",negatif,Marque X,@user_demo
0,"Mon âne est sensible à de tels commentaires. Néanmoins, il aurait (et je serais heureux) de voir votre tasse le plus tôt possible. Le chargeur est toujours vide.",negatif,Marque X,@user_demo
0,Pas de nouveau csi ce soir. Fml,negatif,Marque X,@user_demo
0,Je pense que mes bras sont malades du tennis,negatif,Marque X,@user_demo
0,Se demande pourquoi quelqu'un que vous aimez tellement peut vous rendre si mécontent dans une partie séparée. déprimé .,negatif,Marque X,@user_demo
0,Dors bientôt ... je déteste tout de suite et je te vois demain pour la nuit.,negatif,Marque X,@user_demo
0,"Je viens d'avoir votre newsletter, ces tarifs sont vraiment incroyables, dommage que j'ai déjà réservé et payé pour le mien.",negatif,Marque X,@user_demo
0,Missin 'the Boo,negatif,Marque X,@user_demo
0,moi aussi,negatif,Marque X,@user_demo
0,Damn ... je n'ai pas de craie! Mon tableau est inutile,negatif,Marque X,@user_demo
0,"A explosé dans la villa getty, mais déteste qu'elle ait eu un mal de gorge toute la journée. Ça empire aussi",negatif,Marque X,@user_demo
0,Hey vous ai manqué à la réunion mamère,negatif,Marque X,@user_demo
0,"mon ventre fait mal. Je me demande si l'hypnose a quelque chose à voir avec ça? Si oui, ça marche, je l'ai, arrête de fumer !!!",negatif,Marque X,@user_demo
0,Pourquoi est-ce toujours le gros ?!,negatif,Marque X,@user_demo
0,"Désolé bébé!! Ma famille m'énerve aussi. Heureusement, ils sont endormis en ce moment. Muahaha. *rire diabolique*",negatif,Marque X,@user_demo
0,J'aurais dû accorder plus d'attention lorsque nous avons couvert photoshop dans ma classe de conception de page Web en cours de préparation,negatif,Marque X,@user_demo
0,Mardi mercredi! Ne sais pas ce que fait 2 !!,negatif,Marque X,@user_demo
0,Pauvre cameron (les collines),negatif,Marque X,@user_demo
0,"Priez pour moi s'il vous plaît, l'ex menace de cacher ** à la fête de mes 1er anniversaires. Quel crétin. Et j'ai encore un mal de tête",negatif,Marque X,@user_demo
0,"Hmm, aimez-vous vraiment être avec lui? Si les problèmes sont trop constants, vous devriez penser davantage, trouver quelqu'un d'autre",negatif,Marque X,@user_demo
0,Strider est un petit chiot malade,negatif,Marque X,@user_demo
0,"Donc rylee, grace ... wana va-t-il la fête de Steve ou non? Malheureusement depuis sa Pâques, je ne peux pas faire beaucoup mais ohh bien ...",negatif,Marque X,@user_demo
0,"Hey, j'ai effectivement gagné une de mes collines de brackets! Dommage que ce ne soit pas l'argent",negatif,Marque X,@user_demo
0,"Vous ne me suivez pas non plus, et je travaille pour vous!",negatif,Marque X,@user_demo
0,Une mauvaise nuit pour les équipes favorites: les astros et les spartans perdent. La nuit avec t.w. c'était bien.,negatif,Marque X,@user_demo
0,Corps de calif du nord manquant. Une fille a trouvé: la police a retrouvé les restes d'une fille disparue au nord de la californie ...,negatif,Marque X,@user_demo
0,"J'espère qu'ils augmenteront la capacité rapidement, hier a été une telle douleur. A obtenu la baleine échouée +15 fois en 2 heures ....",negatif,Marque X,@user_demo
0,Derrière mes cours pour le travail,negatif,Marque X,@user_demo
0,"En regardant ""house"" quot;",negatif,Marque X,@user_demo
0,Souvenez-vous de ma jambe bum? Frappe cette fois c'est sérieux,negatif,Marque X,@user_demo
0,"Cool, je le ferai. Ils sont toutes sortes de plaintes à propos de ce portable en ligne sur la surchauffe, mais aucun rappel",negatif,Marque X,@user_demo
0,Emily sera ravi quand maman est formée à son nouveau travail. Elle lui manque.,negatif,Marque X,@user_demo
0,Préfère-t-il que la première partie envoie de mauvais messages que la troisième partie envoie des années mixtes sophmore encore une fois?,negatif,Marque X,@user_demo
0,C'est surévalué,negatif,Marque X,@user_demo
0,je connais! Je l'ai entendu cet après-midi et je me suis posé la même chose. Moscou est tellement en retard,negatif,Marque X,@user_demo
0,Couché au lit sans voix ...,negatif,Marque X,@user_demo
0,Je suis tellement triste !!! Ils ont tué kutner sur la maison pourquoiyyyyyy,negatif,Marque X,@user_demo
0,Désolé dis-leur mea culpa de moi et que je suis vraiment désolé.,negatif,Marque X,@user_demo
0,"Cela n'a pas eu de sens pour moi, le suicide. Je refuse de croire que c'est en fait ce qui s'est passé.",negatif,Marque X,@user_demo
0,J'espère que tu vas bien.,negatif,Marque X,@user_demo
0,"Zut! Le grind est inspirant et tristement en même temps. Je ne veux pas que tu arrêtes bientôt, j'aime ce que tu fais! beaucoup d'amour",negatif,Marque X,@user_demo
0,"Oui, mais je sais que je n'ai pas la chance",negatif,Marque X,@user_demo
0,Pouah. Je ne peux pas dormir. Il est de 1h30.,negatif,Marque X,@user_demo
0,Accroché aux croons. Je veux chanter. Ne peut pas. Suce.,negatif,Marque X,@user_demo
0,"Aaw, je vous manque trop ... je pars à bh demain ""matin"" Je pense ... aww je veux aller à la plage avec tes filles !!",negatif,Marque X,@user_demo
0,Est énervé qu'il n'y a pas d'asba pour une station de radio.,negatif,Marque X,@user_demo
0,"Mercredi, mon jour b n ne sais pas ce que font 2",negatif,Marque X,@user_demo
0,Je sais que ma vie a été retournée à l'envers quand je pensais juste à la tête que certains ramen semble bien.,negatif,Marque X,@user_demo
0,"J'ai mal. Mon dos et mes côtés sont blessés. Pour ne pas mentionner, le pleurer est fait d'échec.",negatif,Marque X,@user_demo
0,"Collation en fin de soirée, verre d'oj b / c je suis ""vers le bas avec la maladie"", puis retourne dormir ... ugh je déteste tomber malade ...",negatif,Marque X,@user_demo
0,Mais ... mais ... mais ... je ne suis pas un grand fan sur camilla belle,negatif,Marque X,@user_demo
0,"Wah je ne peux pas voir le clip, doivent être les filtres de travail el-stupido. Je ne peux pas attendre jusqu'à ce que je reçois un puter. Quelque chose d'autre 2 blâme ex 4. il a brisé le mien",negatif,Marque X,@user_demo
0,Cette semaine semble avoir plus de temps et de long en termes de combien je dois faire ... et combien je vais réellement finir,negatif,Marque X,@user_demo
0,j'ai très froid,negatif,Marque X,@user_demo
0,Ehhh pas. Le temps va prendre un tour pour la moche demain,negatif,Marque X,@user_demo
0,"Haha est tellement cooooold dans le d! Et non, mais vous devriez toujours aller au spectacle. Ils font des choses incroyables",negatif,Marque X,@user_demo
0,En espérant que les grondements du ventre disparaissent bientôt,negatif,Marque X,@user_demo
0,"Non, pas de préavis. Ils m'ont dit que je travaillerais demain, puis j'ai appelé l'agence pour faire un suivi et ils ont dit que c'était fini.",negatif,Marque X,@user_demo
0,Presque au coucher,negatif,Marque X,@user_demo
0,"Tu me manques mon bébé ... mais tant que tu es vivante, je suis content ... yawwwnn .. je suis fatigué mon amour imma essaie de dormir, j'espère que tu as eu un début",negatif,Marque X,@user_demo
0,Agh ... neige !!!,negatif,Marque X,@user_demo
0,Je manque les pouvoirs de kenny,negatif,Marque X,@user_demo
0,"Je vous remercie d'avoir laissé les gens savoir, mais maintenant, je suis triste que le message direct que j'ai reçu ne soit pas vraiment de bridget",negatif,Marque X,@user_demo
0,... et l'Inde a manqué sa 100ème victoire d'épreuve n 10ème victoire consécutive sans perte.,negatif,Marque X,@user_demo
0,Je suppose que c'est un non.,negatif,Marque X,@user_demo
0,"Malheureusement, va au lit.",negatif,Marque X,@user_demo
0,Dommage d'entendre ce stephan,negatif,Marque X,@user_demo
0,Hey! Je pars le matin ...,negatif,Marque X,@user_demo
0,"J'avais l'intention de finir de modifier mon manuscrit roman de 536 pages ce soir, mais cela n'arrivera probablement pas. Et seulement 12 pages restent",negatif,Marque X,@user_demo
0,Trop couché aujourd'hui ... maintenant ma tête me fait mal,negatif,Marque X,@user_demo
0,Je n'ai toujours pas lu les 9e et 10e journaux de princesses qui ont sauvé la France. Je me suis fait pleurer à la fin. Hmm ce sont des livres faciles.,negatif,Marque X,@user_demo
0,Mon nokia 1110 est mort ...,negatif,Marque X,@user_demo
0,"Ma mère pourrait avoir un cancer du sein ne comprendra rien. Comme une semaine, je suis tellement inquiet!",negatif,Marque X,@user_demo
0,aller dormir. Espérant que demain sera une meilleure journée.,negatif,Marque X,@user_demo
0,"Lol ... j'aurais aimé avoir compris que l'heure d'été s'est terminée et que le petit-déjeuner est une heure plus tard, ils continuent à réveiller les enfants aussi",negatif,Marque X,@user_demo
0,C'est moche,negatif,Marque X,@user_demo
0,Je ne comprends pas ... je ne le fais pas vraiment,negatif,Marque X,@user_demo
0,Les héros ne me font pas cette saison ...,negatif,Marque X,@user_demo
0,Vivre pas au centre-ville n'est pas très amusant.,negatif,Marque X,@user_demo
0,Pas calorie sage je souhaite que la nourriture indésirable soit sans calories! J'ai mangé une sorte de quilles aigres et un gros coke de cerise d'âne!,negatif,Marque X,@user_demo
0,L'homme travaille dur,negatif,Marque X,@user_demo
0,"Prendre du temps pour faire du thé chaud, étudier, puis savourer",negatif,Marque X,@user_demo
0,Obtenir des sourcils cirés. plus de douleur,negatif,Marque X,@user_demo
0,Aucune star fantastique ne fonctionne hier ...,negatif,Marque X,@user_demo
0,Oh - vient d'avoir toutes mes applications Macheist 3.0 - doux. N'a pas eu le numéro de série expresso mais bien qu'ils aient dit qu'ils l'ont envoyé - oh bien,negatif,Marque X,@user_demo
0,A choisi mich st pour gagner tout du départ. Je me sentais très bien à ce sujet jusqu'à ce que ce soir. A aussi perdu,negatif,Marque X,@user_demo
0,Est seul en bas ... travaillant,negatif,Marque X,@user_demo
0,Je me sens mal pour le faire,negatif,Marque X,@user_demo
0,"Est-ce juste moi, ou elle déteste anoop. Je veux dire sérieusement, elle est un peu méchante pour lui.",negatif,Marque X,@user_demo
0,Oui sprint a 4g seulement à Baltimore et à Chicago jusqu'à présent,negatif,Marque X,@user_demo
0,Je suis bloqué éveillé au milieu de la nuit pour le deuxième jour d'affilée. Et je me suis senti terrible hier.,negatif,Marque X,@user_demo
0,Merci d'avoir éclaté ma bulle,negatif,Marque X,@user_demo
0,Aller à l'école bientôt ... ne peut rien trouver! C'est tellement dur,negatif,Marque X,@user_demo
0,J'étais sérieux lol,negatif,Marque X,@user_demo
0,J'ai eu sur ma page pour sooooo long !!! Jusqu'à ce qu'il soit supprimé triste jour dans l'histoire,negatif,Marque X,@user_demo
0,Vent fou aujourd'hui = pas d'observation des oiseaux,negatif,Marque X,@user_demo
0,Actuellement au travail ...,negatif,Marque X,@user_demo
0,Grrr .. mes ipod agissant aussi bizarre! Jai ho et la pensée de vous ne jouent pas les chansons complètes ... ughh.,negatif,Marque X,@user_demo
0,"Envoyez-moi le dvd cos, j'ai manqué sur tas pas content de ça!",negatif,Marque X,@user_demo
0,Je ne vois pas grand-chose avec ce site,negatif,Marque X,@user_demo
0,Je suis tellement désolé que vous ayez à passer par là. encore.,negatif,Marque X,@user_demo
0,Trop loin du rail. Des autres astuces?,negatif,Marque X,@user_demo
0,"Je ne suis pas encore debout, je le jure. Pourquoi est-ce que je continue de perdre. En gagnant. perdant. En gagnant. Des tweeps? Tellement courageux.",negatif,Marque X,@user_demo
0,"Aujourd'hui, j'ai réalisé que je suis trop bon pour cacher des choses, même si je ne peux pas le trouver",negatif,Marque X,@user_demo
0,"Rester à la maison d'un ami ... maison assise, les voisins sont si fort-avoir une fête",negatif,Marque X,@user_demo
0,"Danny suis fâché que je n'étais pas là pour regarder le chat en direct, j'étais dans une voiture. Pendant 3 heures en voyage, je suis tellement en colère !!",negatif,Marque X,@user_demo
0,Vérifiez ma tasse,negatif,Marque X,@user_demo
0,Frontières fermées à 10,negatif,Marque X,@user_demo
0,"Télécharger le nouvel album de nin ""the slip & quot; - Quand diable est-ce sorti? Je suis tellement derrière les temps ces jours-ci",negatif,Marque X,@user_demo
0,"Je viens de me réveiller, j'ai déjà écrit un e-mail ... je dois aller tôt à l'université aujourd'hui car je dois enseigner à 8h30!",negatif,Marque X,@user_demo
0,Regarde la colline. . . Et ça me rend triste,negatif,Marque X,@user_demo
0,Tant de canaux ... encore si ennuyeux ... le jour paresseux encore peut-être trouver un passe-temps,negatif,Marque X,@user_demo
0,"Manquez mon ami, soyez le n ° le 25",negatif,Marque X,@user_demo
0,J'adore le français. Je dis aux gens ici dans le sud que je suis qtr. Français et ils me croquent. Le français est une belle personne,negatif,Marque X,@user_demo
0,Opps .. comme je l'ai dit ... j'ai encore un jour reste et maintenant le problème vient,negatif,Marque X,@user_demo
0,"J'ai activé mon bloc d'autocontrol tôt, ce qui signifie que je ne peux pas vérifier le nouveau qc. La régularisation de mon horloge interne peut être difficile.",negatif,Marque X,@user_demo
0,Oh non,negatif,Marque X,@user_demo
0,Spencer n'est pas un bon gars.,negatif,Marque X,@user_demo
0,"Qu'en est-il de la mort de Reese? Et la finale de la saison la semaine prochaine. Ennuyant, madame président est une femme folle.",negatif,Marque X,@user_demo
0,"Je déteste les lettres limitées, aussi. Mais vous et les gars sont bien? Je prie pour mon chien, elle n'est pas bien",negatif,Marque X,@user_demo
0,N'a pas été fait merci aujourd'hui - je suis tellement foutu,negatif,Marque X,@user_demo
0,Vouloir sortir,negatif,Marque X,@user_demo
0,Ne va pas dormir tonite.,negatif,Marque X,@user_demo
0,Trop inquiet et fatigué pour poster ce soir,negatif,Marque X,@user_demo
0,Je ne pouvais pas faire la merde aujourd'hui - je suis tellement foutu,negatif,Marque X,@user_demo
0,"Entrevue d'emploi à Cardiff aujourd'hui, me souhaiter de la chance! A eu environ 3 heures de sommeil",negatif,Marque X,@user_demo
0,"Votre spectacle est bloqué. Bien pire que whack, c'est wiggety-whack. : * (: * (: * (",negatif,Marque X,@user_demo
0,"Je ne pense vraiment pas que les gens choisissent d'être de cette façon. Mais je pense qu'il a choisi de ne pas accepter l'aide de ma famille, il pourrait être mort pour le moment",negatif,Marque X,@user_demo
0,"Tu vas me tuer, mais je n'ai pas vu ds9. J'ai attendu jusqu'à ce que je puisse le faire en une seule semaine assise.",negatif,Marque X,@user_demo
0,"Je pense que c'est vrai! hahaha!! 4,5 heures maintenant!",negatif,Marque X,@user_demo
0,Je déteste voir les spartiates tellement triste,negatif,Marque X,@user_demo
0,"Mon esprit et mon corps protestent sévèrement contre cette ""quête"" chose. Avait des cauchemars pour démarrer",negatif,Marque X,@user_demo
0,"Je vais te suivre, puisque tu n'as pas été les anges!",negatif,Marque X,@user_demo
0,"Je pense que je veux lire des livres, mais la bibliothèque ne les a pas",negatif,Marque X,@user_demo
0,Ma sieste a été interrompue tellement de fois aujourd'hui pour le japonais avec les «loyers à nouveau ...,negatif,Marque X,@user_demo
0,Genre de longs pour le bus qui apparaît à la fin du monde fantôme en ce moment. Pouah.,negatif,Marque X,@user_demo
0,"Mais c'est canada au Canada, c'est étrange. Nous sommes censés avoir la neige jusqu'au mercredi. Pouah.",negatif,Marque X,@user_demo
0,"Awwh babs ... vous avez l'air si triste sous cette entrée de la boutique de ""musik & quot; O-: j'aime l'apparence du nouveau film transformateur",negatif,Marque X,@user_demo
0,Triste que les «pieds» de mon macbook soient tombés,negatif,Marque X,@user_demo
0,Je vais me lever tard demain et il est 132h ici. Je serai stupide par mon solitaire. C'est ... c'est juste triste,negatif,Marque X,@user_demo
0,"Je transmet mon prochain voyage à e3. Si je ne peux pas trouver quelqu'un pour me casser pendant que je suis là-bas, je pourrais être vissé.",negatif,Marque X,@user_demo
0,"A maintenant eu quelqu'un pour lire ses tweets, mais ne peut pas les faire faire un compte.",negatif,Marque X,@user_demo
0,"Auparavant, je ne pouvais pas gérer mon chat en chaleur tout le temps d: d:",negatif,Marque X,@user_demo
0,J'espère que je peux arriver au spectacle auburn. Mais ça ne me regarde pas bien,negatif,Marque X,@user_demo
0,* Thats people mag haha ​​je ne pouvais pas tout monter dans ... je ne pense pas que ces images l'ont jamais fait dans le magazine tho! Haha,negatif,Marque X,@user_demo
0,félicitations!! J'ai totalement oublié de soumettre des photos,negatif,Marque X,@user_demo
0,"Awww, bonne chance paula !! S'il vous plaît ne travaillez pas trop dur mais j'espère que vous vous amusez, votre nouvel album va être incroyable! Xxx",negatif,Marque X,@user_demo
0,"Maintenant, tu me laisse ... - Craque triste-",negatif,Marque X,@user_demo
0,"Tu me manques Twitter. Mon téléphone s'est cassé, maintenant j'utilise un stupide téléphone Nokia. Ughhh, je manque mon téléphone d'avance.",negatif,Marque X,@user_demo
0,Tir à l'extérieur de ma maison: o ne plaisante pas! tellement peur,negatif,Marque X,@user_demo
0,"Mardi           Cela pourrait être très utile pour nous, accompagnateurs",negatif,Marque X,@user_demo
0,Quelle tragédie et désastre dans les nouvelles cette semaine,negatif,Marque X,@user_demo
0,Oui oui essaye toujours de trouver une image qui va se charger correctement ...,negatif,Marque X,@user_demo
0,Pourquoi oh pourquoi le jeu Red Sox a-t-il plu? J'avais tellement hâte d'ouvrir le jour,negatif,Marque X,@user_demo
0,Je ne trouve toujours pas mes clés.,negatif,Marque X,@user_demo
0,n'est-ce pas. Je ne sais pas ce qui se passe avec Twitter.,negatif,Marque X,@user_demo
0,Peut-être endolori,negatif,Marque X,@user_demo
0,ma ville natale. Ma maman a appelé tout déprimé. Expliquez-leur que votre parent a laissé passer son enfant de 8 ans à pied seul? Bonjour? C'est 2009!,negatif,Marque X,@user_demo
0,- Je pense que je dois trouver de meilleurs antidépresseurs. Je pense que ce combo paxil / wellbutrin perd son efficacité.,negatif,Marque X,@user_demo
0,Le restaurant appelé Woodntap a connu un tournoi touristique touristique en tournée. Nous plaçons le 2ème,negatif,Marque X,@user_demo
0,Est dans la salle de bain ... réveillez-vous.,negatif,Marque X,@user_demo
0,Je veux des tacos et des margaritas dis le gars je dis bonjour & lt; 3,negatif,Marque X,@user_demo
0,"Je suis seul, faites-moi compagnie! 22 femmes, californie",negatif,Marque X,@user_demo
0,Mauvaise journée au bureau de betfair,negatif,Marque X,@user_demo
0,il me manque. J'ai hâte de célébrer le talon de goudron ce week-end !!,negatif,Marque X,@user_demo
0,J'ai vraiment froid. Je ne veux plus m'endormir mais il n'y a rien à faire,negatif,Marque X,@user_demo
0,"Est-ce que c'est 4 u? C'est officiellement plus de 4 moi, ça tourne!",negatif,Marque X,@user_demo
0,singes??? Je viens de vous découvrir mon jumeau et vous ne reviendrez même pas. J'ai le coeur brisé,negatif,Marque X,@user_demo
0,Aww je sais que j'ai senti comme ça hier au travail,negatif,Marque X,@user_demo
0,Le traité n'est pas défini,negatif,Marque X,@user_demo
0,A manqué brent à la bande de louange. Pas amusant de ne pas avoir votre guitariste principal. & Lt; pout & gt;,negatif,Marque X,@user_demo
0,"Pauvre John, c'est ce qui se passe lorsque vous jouez avec des fruits et un micro-ondes! Sérieusement, avez-vous vu un médecin? Xxx",negatif,Marque X,@user_demo
0,"Manquant mon bff regardant la maison et loin, cela me rappelle qu'elle et moi nous l'avons fait. Crier devant les tribunaux",negatif,Marque X,@user_demo
0,La nouvelle carte vidéo est doa.,negatif,Marque X,@user_demo
0,"Se sentir perdu, nu et confus (jk, soof) ..... pas d'iphone pour moi.",negatif,Marque X,@user_demo
0,"Je suis trop tard pour remplir ce formulaire d'évaluation, les gens l'ont presque envoyé ... j'étais tellement occupé dans le travail",negatif,Marque X,@user_demo
0,A manqué brent à la bande de louange. Pas amusant de ne pas avoir votre guitariste principal. & Lt; pout & gt;,negatif,Marque X,@user_demo
0,Je pense beaucoup au passé. Je ne peux pas le changer. Je me méritais beaucoup plus que ce que j'ai compris. .. mais pourquoi est-ce que je pense toujours à lui gah,negatif,Marque X,@user_demo
0,A perdu son anneau. Il n'y a pas lieu d'être vu,negatif,Marque X,@user_demo
